Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness,cluster,Player Name
29,65,65,525.0,1.0,1.0,4.0,3.0,181.0,75.0,59.0,54.0,63.0,64.0,45.0,65.0,65.0,58.0,62.0,66.0,67.0,69.0,80.0,64.0,77.0,67.0,80.0,76.0,67.0,66.0,76.0,62.0,63.0,62.0,53.0,63.0,58.73913043478261,60.0,58.0,5.0,9.0,9.0,15.0,8.0,814.0,58.0,0,20 M. Eramo
30,74,74,4.1,26.0,2.0,4.0,4.0,179.0,68.0,65.0,70.0,51.0,75.0,56.0,77.0,72.0,54.0,63.0,77.0,85.0,83.0,87.0,72.0,84.0,57.0,65.0,87.0,41.0,72.0,39.0,37.0,64.0,73.0,56.0,70.0,58.73913043478261,46.0,42.0,16.0,11.0,11.0,11.0,7.0,7.4,46.0,1,G. Haraguchi
23,66,73,900.0,4.0,1.0,3.0,2.0,179.0,78.0,61.0,54.0,51.0,64.0,66.0,64.0,56.0,33.0,69.0,67.0,64.0,66.0,79.0,66.0,74.0,73.0,76.0,81.0,69.0,62.0,83.0,52.0,54.0,67.0,56.0,66.0,57.0,63.0,59.0,13.0,16.0,8.0,15.0,13.0,1.3,61.58343195266272,0,18 I. Moro
23,68,74,1.9,3.0,1.0,3.0,3.0,182.0,74.0,63.0,69.0,52.0,73.0,55.0,68.0,67.0,64.0,67.0,68.0,67.0,66.0,73.0,65.0,66.0,67.0,58.0,71.0,60.0,67.0,59.0,61.0,66.0,71.0,60.0,66.0,58.73913043478261,62.0,58.0,8.0,11.0,9.0,6.0,12.0,3.1,62.0,1,J. Jacobs
24,69,75,2.2,7.0,1.0,3.0,4.0,164.0,60.0,63.0,51.0,41.0,72.0,49.0,76.0,81.0,53.0,70.0,75.0,82.0,78.0,84.0,64.0,80.0,66.0,61.0,77.0,34.0,64.0,58.0,58.0,63.0,71.0,55.0,59.0,58.73913043478261,61.0,59.0,11.0,9.0,15.0,11.0,10.0,91.15727040816328,49.0,0,L. Vera
24,67,72,1.5,3.0,1.0,4.0,3.0,175.0,71.0,58.0,63.0,51.0,70.0,52.0,69.0,56.0,53.0,68.0,68.0,80.0,73.0,86.0,64.0,71.0,65.0,55.0,85.0,65.0,61.0,39.0,58.0,64.0,66.0,74.0,66.0,58.73913043478261,60.0,56.0,14.0,15.0,9.0,14.0,10.0,2.7,57.0,0,J. McGrath
25,66,69,1.1,2.0,1.0,4.0,3.0,180.0,74.0,64.0,55.0,45.0,68.0,47.0,65.0,70.0,70.0,64.0,68.0,69.0,53.0,72.0,66.0,76.0,68.0,57.0,82.0,71.0,64.0,72.0,64.0,62.0,65.0,65.0,68.0,58.73913043478261,62.0,47.0,15.0,9.0,10.0,13.0,13.0,1.5,58.0,0,H. Stengel
25,65,68,950.0,2.0,1.0,4.0,3.0,173.0,63.0,68.0,51.0,60.0,70.0,61.0,68.0,63.0,65.0,68.0,66.0,69.0,71.0,70.0,55.0,82.0,67.0,57.0,71.0,62.0,59.0,58.0,55.0,65.0,63.0,60.0,64.0,58.73913043478261,66.0,63.0,9.0,12.0,9.0,12.0,9.0,1.7,63.0,0,J. Leborgne
25,67,72,1.5,4.0,1.0,3.0,3.0,180.0,75.0,58.0,65.0,40.0,68.0,59.0,67.0,63.0,72.0,67.0,67.0,71.0,72.0,71.0,63.0,74.0,72.0,50.0,83.0,70.0,69.0,53.0,61.0,63.0,66.0,47.0,64.0,58.73913043478261,63.0,60.0,11.0,9.0,8.0,16.0,11.0,2.7,58.0,0,C. Camps
33,64,64,300.0,1.0,1.0,4.0,3.0,174.0,70.0,64.0,62.0,41.0,63.0,58.0,62.0,68.0,66.0,66.0,62.0,71.0,70.0,73.0,59.0,70.0,65.0,71.0,78.0,68.0,64.0,62.0,65.0,61.0,63.0,56.0,60.0,58.73913043478261,60.0,60.0,16.0,6.0,10.0,15.0,13.0,435.0,59.0,0,21 M. Boland
36,73,73,600.0,700.0,1.0,3.0,2.0,168.0,65.0,40.0,42.0,44.0,76.0,48.0,55.0,52.0,59.0,73.0,73.0,72.0,62.0,75.0,60.0,80.0,70.0,81.0,72.0,65.0,52.0,80.0,72.0,60.0,67.0,59.0,75.0,58.73913043478261,76.0,78.0,9.0,5.0,11.0,6.0,6.0,1.3,67.0,0,W. Gargano
21,67,81,2.5,4.0,1.0,3.0,3.0,177.0,68.0,50.0,55.0,55.0,75.0,46.0,70.0,61.0,58.0,67.0,72.0,75.0,77.0,74.0,61.0,80.0,67.0,61.0,81.0,66.0,56.0,67.0,65.0,50.0,60.0,56.0,70.0,58.73913043478261,68.0,56.0,14.0,7.0,6.0,9.0,10.0,5.8,71.0,0,J. Márquez
28,65,65,725.0,1.0,1.0,3.0,3.0,178.0,71.0,58.0,65.0,45.0,65.0,60.0,67.0,60.0,56.0,58.0,70.0,72.0,73.0,80.0,66.0,81.0,66.0,64.0,74.0,60.0,64.0,75.0,58.0,67.0,68.0,58.0,68.0,58.73913043478261,56.0,53.0,11.0,8.0,12.0,9.0,16.0,875.0,51.0,0,H. Shala
29,68,68,1.0,4.0,1.0,4.0,3.0,175.0,71.0,63.0,56.0,48.0,68.0,63.0,62.0,55.0,55.0,65.0,64.0,77.0,67.0,68.0,62.0,80.0,67.0,55.0,96.0,53.0,65.0,71.0,68.0,55.0,67.0,50.0,55.0,58.73913043478261,65.0,65.0,13.0,12.0,8.0,9.0,13.0,1.4,60.0,0,E. Bashkirov
27,65,65,750.0,3.0,1.0,3.0,3.0,182.0,77.0,55.0,58.0,45.0,67.0,57.0,63.0,59.0,54.0,62.0,65.0,72.0,72.0,74.0,69.0,78.0,71.0,58.0,88.0,68.0,59.0,82.0,61.0,64.0,60.0,50.0,65.0,58.73913043478261,60.0,62.0,14.0,10.0,10.0,9.0,9.0,938.0,60.0,0,21 H. Hansson
28,65,65,725.0,3.0,1.0,3.0,3.0,178.0,74.0,59.0,51.0,57.0,65.0,49.0,64.0,58.0,65.0,65.0,66.0,61.0,57.0,75.0,64.0,73.0,63.0,90.0,81.0,63.0,60.0,76.0,65.0,63.0,64.0,42.0,62.0,58.73913043478261,66.0,65.0,9.0,14.0,8.0,11.0,9.0,1.3,67.0,0,J. Scowen
26,74,76,5.0,1.0,1.0,3.0,3.0,181.0,75.0,70.0,69.0,60.0,76.0,52.0,75.0,66.0,70.0,73.0,74.0,69.0,69.0,70.0,75.0,72.0,68.0,50.0,67.0,64.0,67.0,57.0,24.0,74.0,77.0,66.0,73.0,58.73913043478261,55.0,51.0,10.0,9.0,12.0,10.0,8.0,11.4,36.0,1,A. Čermák
21,73,73,3.6,16.0,1.0,4.0,4.0,183.0,77.0,74.0,57.0,71.0,75.0,55.0,74.0,81.0,76.0,73.0,75.0,71.0,65.0,75.0,78.0,59.0,71.0,61.0,68.0,73.0,75.0,54.0,54.0,73.0,75.0,69.0,72.0,58.73913043478261,29.0,21.0,9.0,8.0,8.0,7.0,12.0,6.8,18.0,1,Nicolás Formido
23,69,76,2.8,7.0,1.0,3.0,3.0,173.0,63.0,65.0,56.0,47.0,73.0,56.0,75.0,71.0,66.0,73.0,73.0,77.0,75.0,81.0,63.0,82.0,65.0,59.0,70.0,49.0,57.0,59.0,61.0,63.0,69.0,52.0,70.0,58.73913043478261,59.0,49.0,9.0,6.0,10.0,11.0,9.0,91.15727040816328,53.0,0,G. Lódico
24,69,74,2.1,6.0,1.0,3.0,3.0,184.0,62.0,67.0,56.0,53.0,68.0,57.0,66.0,66.0,67.0,73.0,71.0,56.0,51.0,63.0,69.0,65.0,68.0,60.0,77.0,67.0,62.0,60.0,71.0,61.0,71.0,62.0,62.0,58.73913043478261,65.0,61.0,11.0,7.0,10.0,7.0,11.0,3.8,64.0,1,D. Barlaser
25,69,70,1.7,8.0,1.0,3.0,3.0,183.0,79.0,70.0,65.0,53.0,65.0,47.0,63.0,66.0,51.0,59.0,67.0,91.0,84.0,68.0,65.0,71.0,53.0,59.0,80.0,63.0,57.0,70.0,61.0,62.0,63.0,57.0,60.0,58.73913043478261,63.0,61.0,10.0,7.0,12.0,6.0,12.0,2.8,61.0,0,M. Schröter
20,71,80,3.9,7.0,1.0,2.0,2.0,178.0,70.0,46.0,53.0,57.0,73.0,35.0,70.0,54.0,40.0,71.0,70.0,80.0,76.0,72.0,65.0,85.0,54.0,74.0,81.0,70.0,54.0,80.0,65.0,61.0,65.0,39.0,65.0,58.73913043478261,70.0,65.0,10.0,12.0,10.0,12.0,5.0,5.7,68.0,0,M. Frendrup
22,68,78,2.7,2.0,1.0,3.0,2.0,186.0,76.0,60.0,60.0,59.0,70.0,57.0,61.0,48.0,42.0,68.0,69.0,69.0,71.0,71.0,68.0,70.0,72.0,72.0,81.0,69.0,69.0,68.0,66.0,62.0,66.0,50.0,69.0,58.73913043478261,60.0,58.0,5.0,15.0,7.0,10.0,11.0,4.5,58.0,0,D. Dressel
23,71,80,4.1,7.0,1.0,3.0,3.0,180.0,75.0,66.0,64.0,55.0,73.0,47.0,70.0,68.0,65.0,71.0,73.0,57.0,50.0,63.0,71.0,65.0,64.0,58.0,76.0,66.0,63.0,63.0,65.0,70.0,73.0,48.0,68.0,58.73913043478261,66.0,61.0,11.0,10.0,12.0,13.0,7.0,6.8,58.0,1,S. Lovrič
24,70,77,3.2,9.0,1.0,1.0,3.0,177.0,68.0,62.0,46.0,63.0,73.0,37.0,70.0,54.0,40.0,71.0,73.0,66.0,68.0,74.0,70.0,72.0,65.0,71.0,81.0,70.0,52.0,70.0,69.0,64.0,69.0,50.0,71.0,58.73913043478261,69.0,63.0,8.0,6.0,6.0,11.0,11.0,7.0,67.0,0,R. Kouamé
29,73,73,3.0,25.0,2.0,4.0,3.0,168.0,61.0,70.0,68.0,49.0,74.0,53.0,76.0,73.0,75.0,69.0,76.0,80.0,68.0,85.0,72.0,82.0,70.0,65.0,54.0,48.0,65.0,50.0,50.0,74.0,70.0,71.0,60.0,58.73913043478261,32.0,31.0,8.0,10.0,7.0,10.0,11.0,5.0,44.0,1,C. Cueva
33,67,67,625.0,4.0,1.0,3.0,3.0,175.0,65.0,66.0,59.0,59.0,68.0,59.0,64.0,69.0,67.0,66.0,67.0,53.0,57.0,69.0,69.0,71.0,68.0,69.0,66.0,66.0,70.0,64.0,62.0,65.0,74.0,67.0,77.0,58.73913043478261,55.0,57.0,7.0,6.0,11.0,6.0,11.0,781.0,53.0,1,21 G. Dorrans
21,69,79,3.1,15.0,1.0,4.0,3.0,173.0,63.0,52.0,59.0,48.0,72.0,47.0,70.0,51.0,45.0,69.0,65.0,79.0,74.0,74.0,70.0,82.0,66.0,62.0,79.0,53.0,61.0,70.0,66.0,64.0,71.0,46.0,69.0,58.73913043478261,63.0,64.0,8.0,5.0,14.0,14.0,13.0,6.5,63.0,0,J. Buckley
34,71,71,650.0,5.0,1.0,3.0,3.0,175.0,68.0,59.0,46.0,64.0,75.0,56.0,64.0,66.0,54.0,66.0,69.0,55.0,35.0,65.0,71.0,75.0,68.0,61.0,85.0,70.0,53.0,75.0,67.0,58.0,63.0,66.0,66.0,58.73913043478261,67.0,68.0,15.0,6.0,8.0,6.0,11.0,975.0,72.0,0,D. McCarty
25,73,73,3.0,20.0,1.0,2.0,2.0,183.0,80.0,56.0,52.0,58.0,74.0,42.0,62.0,44.0,60.0,72.0,64.0,65.0,61.0,65.0,71.0,58.0,58.0,78.0,79.0,75.0,50.0,71.0,75.0,62.0,57.0,58.0,72.0,58.73913043478261,72.0,68.0,12.0,9.0,9.0,7.0,16.0,5.7,79.0,0,Juliano Mascarinhas
27,71,72,1.9,9.0,1.0,3.0,2.0,178.0,70.0,56.0,55.0,52.0,74.0,52.0,63.0,56.0,45.0,70.0,69.0,67.0,69.0,53.0,66.0,68.0,67.0,55.0,83.0,68.0,64.0,70.0,72.0,57.0,64.0,65.0,71.0,58.73913043478261,70.0,68.0,5.0,10.0,11.0,15.0,14.0,2.9,65.0,0,C. Vega
24,68,74,1.9,2.0,1.0,3.0,3.0,188.0,86.0,70.0,62.0,60.0,72.0,56.0,70.0,58.0,45.0,67.0,69.0,68.0,72.0,67.0,68.0,56.0,63.0,70.0,85.0,86.0,61.0,58.0,57.0,61.0,70.0,55.0,69.0,58.73913043478261,58.0,53.0,8.0,14.0,12.0,8.0,11.0,2.8,48.0,0,H. Bjørdal
35,68,68,475.0,4.0,1.0,3.0,3.0,174.0,73.0,68.0,54.0,58.0,73.0,61.0,61.0,64.0,60.0,70.0,71.0,46.0,39.0,68.0,61.0,70.0,69.0,75.0,67.0,70.0,60.0,61.0,73.0,51.0,73.0,64.0,75.0,58.73913043478261,64.0,59.0,10.0,11.0,13.0,7.0,12.0,594.0,75.0,1,T. Aoyama
39,64,64,1.0,0.0,1.0,3.0,3.0,169.0,68.0,59.0,57.0,39.0,71.0,60.0,55.0,70.0,65.0,63.0,69.0,59.0,46.0,72.0,81.0,67.0,84.0,58.0,51.0,65.0,61.0,84.0,67.0,54.0,59.0,57.0,67.76018626309663,71.0,73.0,73.0,6.0,9.0,11.0,15.0,6.0,91.15727040816328,61.58343195266272,1,13 E. Davids
36,64,64,180.0,3.0,1.0,2.0,3.0,185.0,69.0,60.0,57.0,59.0,63.0,62.0,62.0,61.0,52.0,60.0,63.0,34.0,48.0,65.0,69.0,63.0,65.0,85.0,85.0,74.0,59.0,80.0,70.0,64.0,62.0,59.0,62.0,58.73913043478261,65.0,63.0,8.0,12.0,11.0,16.0,12.0,315.0,69.0,0,D. Pratley
26,67,67,1.1,5.0,1.0,3.0,3.0,181.0,70.0,54.0,49.0,56.0,73.0,48.0,67.0,47.0,55.0,71.0,68.0,75.0,76.0,77.0,66.0,70.0,62.0,73.0,83.0,59.0,53.0,71.0,62.0,57.0,65.0,45.0,58.0,58.73913043478261,65.0,64.0,16.0,14.0,13.0,9.0,15.0,91.15727040816328,59.0,0,M. Pittón
24,70,74,2.1,4.0,1.0,3.0,3.0,185.0,80.0,59.0,54.0,60.0,72.0,44.0,65.0,47.0,46.0,71.0,70.0,63.0,66.0,61.0,68.0,57.0,68.0,66.0,76.0,75.0,59.0,66.0,67.0,62.0,66.0,67.0,65.0,58.73913043478261,68.0,66.0,11.0,11.0,12.0,10.0,16.0,4.6,68.0,0,João Gamboa
26,72,75,2.8,6.0,1.0,3.0,2.0,178.0,76.0,39.0,46.0,69.0,73.0,49.0,62.0,41.0,48.0,71.0,68.0,65.0,66.0,68.0,70.0,69.0,59.0,72.0,85.0,82.0,53.0,77.0,65.0,53.0,62.0,54.0,69.0,58.73913043478261,70.0,69.0,15.0,6.0,10.0,15.0,13.0,4.4,72.0,0,R. Canouse
18,69,83,3.2,5.0,1.0,3.0,3.0,185.0,71.0,65.0,62.0,47.0,72.0,66.0,74.0,71.0,73.0,70.0,72.0,74.0,76.0,69.0,66.0,61.0,72.0,60.0,69.0,62.0,67.0,49.0,56.0,61.0,65.0,59.0,70.0,58.73913043478261,52.0,44.0,15.0,12.0,10.0,11.0,7.0,6.8,47.0,1,L. Sučić
34,65,65,325.0,2.0,1.0,3.0,2.0,183.0,82.0,70.0,62.0,63.0,68.0,62.0,66.0,67.0,72.0,65.0,67.0,47.0,40.0,64.0,62.0,64.0,70.0,51.0,69.0,74.0,69.0,74.0,54.0,62.0,66.0,75.0,70.0,58.73913043478261,60.0,59.0,7.0,13.0,8.0,7.0,14.0,569.0,65.0,1,L. Craig
32,69,69,1.1,550.0,1.0,3.0,3.0,177.0,72.0,72.0,54.0,55.0,74.0,41.0,70.0,65.0,55.0,68.0,72.0,67.0,65.0,63.0,65.0,70.0,68.0,62.0,80.0,58.0,58.0,54.0,57.0,61.0,70.0,75.0,72.0,58.73913043478261,62.0,56.0,14.0,15.0,9.0,9.0,8.0,2.4,63.0,0,H. Calcaterra
26,67,70,1.3,3.0,1.0,3.0,3.0,182.0,76.0,67.0,48.0,67.0,72.0,65.0,68.0,67.0,59.0,70.0,70.0,51.0,53.0,64.0,62.0,68.0,62.0,70.0,73.0,72.0,53.0,60.0,65.0,51.0,68.0,65.0,64.0,58.73913043478261,66.0,64.0,13.0,9.0,14.0,5.0,9.0,2.8,64.0,0,Undabarrena
30,72,72,0.0,0.0,1.0,4.0,3.0,172.0,68.0,50.0,50.0,46.0,80.0,45.0,73.0,65.0,42.0,69.0,80.0,82.0,77.0,82.0,74.0,85.0,46.0,57.0,80.0,39.0,45.0,68.0,75.0,58.0,71.0,49.0,75.0,58.73913043478261,69.0,54.0,7.0,14.0,14.0,12.0,10.0,91.15727040816328,66.0,0,21 T. Serero
25,67,72,1.5,2.0,1.0,3.0,3.0,183.0,73.0,66.0,53.0,46.0,67.0,53.0,61.0,64.0,62.0,68.0,66.0,62.0,68.0,71.0,66.0,72.0,63.0,67.0,82.0,67.0,59.0,54.0,67.0,64.0,70.0,50.0,60.0,58.73913043478261,63.0,59.0,13.0,14.0,12.0,15.0,9.0,2.0,61.0,0,A. Salétros
34,67,67,475.0,2.0,1.0,3.0,3.0,175.0,71.0,63.0,32.0,51.0,70.0,42.0,61.0,70.0,60.0,68.0,69.0,62.0,65.0,68.0,66.0,75.0,65.0,64.0,70.0,66.0,57.0,67.0,68.0,62.0,70.0,62.0,72.0,58.73913043478261,70.0,64.0,8.0,11.0,13.0,13.0,13.0,594.0,68.0,0,Park Joo Ho
23,69,74,2.1,6.0,1.0,3.0,3.0,171.0,70.0,61.0,51.0,62.0,76.0,41.0,70.0,44.0,46.0,73.0,71.0,67.0,69.0,68.0,65.0,74.0,61.0,68.0,74.0,70.0,53.0,68.0,62.0,61.0,65.0,53.0,67.0,58.73913043478261,69.0,66.0,12.0,6.0,13.0,14.0,15.0,3.3,65.0,0,F. Moyano
30,67,67,975.0,4.0,1.0,3.0,4.0,172.0,64.0,50.0,58.0,58.0,59.0,63.0,68.0,68.0,62.0,58.0,68.0,92.0,90.0,86.0,60.0,78.0,68.0,91.0,78.0,57.0,60.0,78.0,41.0,63.0,62.0,54.0,69.0,58.73913043478261,38.0,32.0,8.0,16.0,12.0,7.0,12.0,1.2,38.0,0,Rhayner
31,66,66,700.0,2.0,1.0,4.0,3.0,180.0,70.0,64.0,60.0,59.0,69.0,57.0,66.0,66.0,62.0,68.0,69.0,64.0,68.0,77.0,62.0,74.0,64.0,77.0,63.0,63.0,64.0,59.0,53.0,65.0,68.0,57.0,70.0,58.73913043478261,60.0,51.0,7.0,9.0,12.0,13.0,7.0,1.2,54.0,0,A. Shinnie
34,67,67,350.0,3.0,1.0,3.0,3.0,175.0,66.0,67.0,41.0,57.0,66.0,34.0,65.0,71.0,66.0,64.0,67.0,67.0,51.0,71.0,68.0,74.0,68.0,71.0,71.0,63.0,68.0,66.0,68.0,65.0,69.0,51.0,68.0,58.73913043478261,68.0,65.0,9.0,12.0,11.0,12.0,8.0,473.0,57.0,0,K. Mączyński
25,77,81,13.5,14.0,1.0,2.0,2.0,189.0,83.0,60.0,46.0,62.0,75.0,42.0,68.0,43.0,41.0,78.0,73.0,58.0,60.0,56.0,76.0,45.0,72.0,61.0,80.0,87.0,57.0,77.0,78.0,54.0,68.0,48.0,77.0,58.73913043478261,76.0,72.0,15.0,6.0,8.0,8.0,8.0,28.0,73.0,0,A. Musrati
27,66,66,900.0,1.0,1.0,2.0,3.0,183.0,77.0,63.0,55.0,47.0,69.0,51.0,70.0,72.0,70.0,63.0,72.0,75.0,70.0,83.0,65.0,81.0,71.0,66.0,82.0,64.0,57.0,58.0,53.0,64.0,70.0,40.0,66.0,58.73913043478261,44.0,49.0,9.0,8.0,11.0,11.0,9.0,1.3,58.0,0,B. Jopek
22,71,80,4.2,9.0,1.0,3.0,3.0,177.0,70.0,54.0,57.0,44.0,80.0,52.0,73.0,77.0,59.0,74.0,72.0,80.0,68.0,81.0,68.0,82.0,80.0,50.0,72.0,57.0,76.0,49.0,47.0,62.0,72.0,62.0,75.0,58.73913043478261,57.0,48.0,5.0,8.0,5.0,6.0,5.0,91.15727040816328,48.0,1,A. Moreno
23,70,80,3.3,7.0,1.0,3.0,2.0,173.0,73.0,56.0,54.0,56.0,75.0,52.0,68.0,49.0,42.0,68.0,72.0,70.0,65.0,70.0,68.0,72.0,62.0,63.0,76.0,60.0,57.0,61.0,65.0,58.0,71.0,54.0,72.0,58.73913043478261,72.0,69.0,13.0,7.0,14.0,10.0,13.0,5.6,66.0,0,J. Cacciabue
27,65,66,725.0,3.0,1.0,3.0,2.0,185.0,72.0,56.0,57.0,59.0,65.0,49.0,60.0,51.0,48.0,63.0,63.0,69.0,71.0,74.0,61.0,73.0,61.0,59.0,82.0,73.0,59.0,61.0,62.0,58.0,63.0,77.0,66.0,58.73913043478261,63.0,62.0,14.0,14.0,12.0,12.0,14.0,1.3,63.0,0,C. Thomas
23,70,78,3.5,24.0,1.0,3.0,3.0,183.0,75.0,46.0,58.0,51.0,73.0,45.0,70.0,41.0,47.0,70.0,73.0,74.0,72.0,61.0,71.0,61.0,67.0,61.0,82.0,64.0,64.0,73.0,69.0,62.0,63.0,52.0,58.0,58.73913043478261,72.0,68.0,15.0,8.0,10.0,9.0,6.0,7.7,69.0,0,B. Kutlu
32,71,71,1.5,6.0,2.0,3.0,2.0,187.0,79.0,47.0,64.0,75.0,73.0,75.0,64.0,31.0,44.0,74.0,74.0,35.0,45.0,37.0,73.0,43.0,79.0,76.0,65.0,82.0,70.0,73.0,72.0,64.0,73.0,51.0,79.0,58.73913043478261,74.0,71.0,10.0,6.0,10.0,8.0,16.0,2.3,73.0,1,Mikel San José
27,69,70,1.6,14.0,1.0,2.0,2.0,192.0,80.0,40.0,66.0,64.0,69.0,55.0,65.0,54.0,52.0,68.0,68.0,66.0,67.0,65.0,68.0,52.0,69.0,33.0,84.0,83.0,67.0,77.0,64.0,67.0,68.0,58.0,62.0,58.73913043478261,67.0,63.0,8.0,15.0,7.0,8.0,6.0,3.2,64.0,0,M. Crooks
34,67,67,475.0,4.0,1.0,3.0,2.0,187.0,78.0,58.0,65.0,79.0,69.0,71.0,60.0,42.0,47.0,66.0,72.0,35.0,34.0,48.0,67.0,52.0,76.0,80.0,74.0,80.0,68.0,81.0,65.0,71.0,66.0,67.0,72.0,58.73913043478261,59.0,55.0,12.0,7.0,14.0,10.0,16.0,544.0,60.0,1,21 L. Immers
26,68,69,1.4,3.0,1.0,4.0,3.0,176.0,68.0,52.0,55.0,54.0,68.0,39.0,70.0,58.0,65.0,70.0,68.0,67.0,79.0,69.0,66.0,82.0,68.0,73.0,80.0,42.0,64.0,70.0,57.0,63.0,73.0,51.0,60.0,58.73913043478261,56.0,49.0,16.0,15.0,10.0,11.0,8.0,1.9,57.0,0,Lee Yeong Jae
25,68,72,1.7,17.0,1.0,3.0,3.0,183.0,76.0,56.0,56.0,47.0,74.0,48.0,66.0,67.0,63.0,73.0,73.0,55.0,67.0,74.0,63.0,75.0,68.0,59.0,78.0,75.0,66.0,72.0,53.0,62.0,64.0,46.0,73.0,58.73913043478261,57.0,52.0,13.0,14.0,12.0,10.0,16.0,3.2,51.0,0,L. Henderson
29,66,66,825.0,2.0,1.0,3.0,2.0,172.0,69.0,57.0,60.0,49.0,72.0,36.0,68.0,63.0,68.0,66.0,67.0,79.0,81.0,84.0,60.0,78.0,71.0,58.0,75.0,56.0,68.0,56.0,59.0,66.0,63.0,59.0,66.0,58.73913043478261,59.0,48.0,12.0,9.0,12.0,7.0,10.0,1.1,49.0,0,M. Dávila
20,67,79,2.4,5.0,1.0,3.0,3.0,170.0,60.0,64.0,56.0,46.0,68.0,58.0,69.0,59.0,48.0,67.0,68.0,72.0,73.0,82.0,64.0,92.0,65.0,68.0,73.0,41.0,64.0,58.0,58.0,65.0,69.0,54.0,64.0,58.73913043478261,64.0,58.0,13.0,6.0,10.0,6.0,11.0,4.0,56.0,0,M. Taferner
31,68,68,1.0,4.0,2.0,4.0,3.0,184.0,85.0,65.0,65.0,75.0,66.0,57.0,67.0,64.0,49.0,59.0,70.0,71.0,75.0,70.0,69.0,66.0,82.0,91.0,61.0,80.0,67.0,70.0,49.0,68.0,67.0,61.0,63.0,58.73913043478261,24.0,22.0,13.0,7.0,15.0,7.0,15.0,1.5,37.0,0,21 Caiuby
23,70,80,3.3,17.0,1.0,3.0,3.0,183.0,75.0,63.0,55.0,62.0,74.0,74.0,72.0,47.0,47.0,71.0,66.0,64.0,69.0,54.0,68.0,61.0,73.0,57.0,67.0,59.0,76.0,65.0,63.0,40.0,75.0,49.0,60.0,58.73913043478261,72.0,71.0,10.0,7.0,6.0,7.0,10.0,5.9,70.0,0,K. Bistrović
27,70,71,1.8,5.0,1.0,5.0,4.0,173.0,66.0,58.0,64.0,48.0,72.0,51.0,78.0,58.0,39.0,68.0,75.0,81.0,76.0,89.0,69.0,81.0,62.0,57.0,74.0,55.0,54.0,61.0,56.0,66.0,72.0,41.0,65.0,58.73913043478261,60.0,50.0,12.0,13.0,6.0,8.0,9.0,2.8,60.0,0,G. Kinda
31,71,71,1.6,9.0,1.0,3.0,3.0,171.0,68.0,67.0,68.0,43.0,71.0,64.0,75.0,69.0,56.0,72.0,71.0,73.0,71.0,83.0,65.0,80.0,61.0,47.0,68.0,61.0,69.0,68.0,42.0,70.0,73.0,77.0,63.0,58.73913043478261,35.0,37.0,12.0,14.0,10.0,10.0,7.0,2.4,34.0,1,J. Gómez
38,68,68,60.0,8.0,1.0,4.0,2.0,173.0,75.0,79.0,58.0,55.0,76.0,67.0,70.0,54.0,68.0,70.0,74.0,68.0,53.0,71.0,66.0,68.0,73.0,57.0,30.0,59.0,71.0,73.0,60.0,70.0,68.0,68.0,69.0,42.0,60.0,46.0,6.0,11.0,11.0,7.0,13.0,91.15727040816328,61.58343195266272,1,17 S. Romero
31,70,70,1.6,2.0,2.0,3.0,3.0,184.0,79.0,68.0,67.0,59.0,72.0,65.0,69.0,63.0,59.0,67.0,71.0,69.0,67.0,71.0,59.0,53.0,72.0,57.0,54.0,67.0,76.0,59.0,47.0,72.0,69.0,76.0,73.0,58.73913043478261,47.0,46.0,14.0,9.0,13.0,9.0,7.0,2.0,49.0,1,20 P. Kone
26,65,67,875.0,2.0,1.0,4.0,3.0,180.0,73.0,53.0,61.0,53.0,67.0,54.0,64.0,69.0,58.0,66.0,66.0,67.0,60.0,65.0,62.0,71.0,69.0,69.0,89.0,68.0,60.0,66.0,60.0,58.0,65.0,62.0,63.0,58.73913043478261,59.0,56.0,7.0,11.0,13.0,6.0,9.0,1.6,59.0,0,I. Harkes
26,68,71,1.6,500.0,1.0,4.0,3.0,186.0,76.0,64.0,75.0,55.0,70.0,70.0,65.0,72.0,67.0,67.0,64.0,64.0,70.0,67.0,59.0,59.0,71.0,70.0,73.0,71.0,69.0,58.0,57.0,70.0,70.0,70.0,66.0,58.73913043478261,43.0,48.0,5.0,5.0,7.0,5.0,4.0,3.6,38.0,1,J. Cevallos
21,65,74,1.6,2.0,1.0,3.0,2.0,183.0,72.0,61.0,53.0,56.0,66.0,55.0,60.0,62.0,60.0,66.0,64.0,71.0,72.0,72.0,63.0,80.0,62.0,55.0,82.0,65.0,60.0,59.0,67.0,58.0,64.0,50.0,62.0,58.73913043478261,62.0,62.0,7.0,11.0,11.0,14.0,9.0,3.1,62.0,0,A. Morley
