Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness,cluster,Player Name
28,72,73,2.2,16.0,1.0,3.0,2.0,182.0,75.0,35.0,26.0,72.0,70.0,22.0,48.0,33.0,24.0,61.0,64.0,50.0,55.0,54.0,69.0,69.0,58.0,78.0,61.0,75.0,34.0,80.0,72.0,50.0,49.0,46.0,66.0,73.73469387755102,72.0,69.0,15.0,11.0,12.0,12.0,12.0,4.6,70.0,0,21 L. Landre
30,71,71,1.5,24.0,1.0,3.0,2.0,190.0,84.0,33.0,43.0,73.0,58.0,29.0,61.0,41.0,32.0,50.0,64.0,55.0,59.0,56.0,65.0,54.0,47.0,72.0,66.0,78.0,32.0,81.0,71.0,49.0,59.0,37.0,64.0,73.73469387755102,71.0,67.0,15.0,8.0,15.0,6.0,10.0,2.9,70.0,0,Daniel Ayala
26,70,75,2.1,13.0,1.0,2.0,2.0,191.0,83.0,35.0,38.0,66.0,53.0,41.0,39.0,48.0,38.0,46.0,54.0,69.0,80.0,33.0,64.0,46.0,51.0,83.0,72.0,87.0,50.0,82.0,68.0,44.0,46.0,45.0,58.0,73.73469387755102,69.0,67.0,8.0,10.0,10.0,7.0,12.0,4.4,66.0,0,S. Gregersen
24,73,79,4.4,12.0,1.0,4.0,2.0,192.0,78.0,46.0,23.0,82.0,63.0,28.0,56.0,44.0,28.0,54.0,61.0,69.0,56.0,61.0,63.0,42.0,67.0,89.0,71.0,82.0,41.0,70.0,70.0,30.0,35.0,34.0,59.0,73.73469387755102,75.0,73.0,13.0,7.0,8.0,6.0,10.0,9.7,70.0,0,B. Kouyaté
26,68,71,1.4,6.0,1.0,3.0,2.0,188.0,78.0,38.0,50.0,72.0,64.0,43.0,46.0,44.0,46.0,62.0,59.0,46.0,44.0,51.0,59.0,53.0,60.0,77.0,66.0,81.0,42.0,70.0,67.0,49.0,50.0,36.0,61.0,73.73469387755102,69.0,69.0,7.0,10.0,7.0,13.0,13.0,1.9,64.0,0,S. Rosted
20,73,84,6.0,26.0,1.0,2.0,2.0,185.0,75.0,35.0,24.0,68.0,67.0,32.0,61.0,29.0,32.0,55.0,66.0,65.0,76.0,62.0,73.0,65.0,49.0,73.0,67.0,77.0,26.0,67.0,74.0,33.0,38.0,38.0,63.0,73.73469387755102,75.0,72.0,8.0,9.0,11.0,12.0,12.0,12.6,76.0,0,M. Guéhi
22,76,84,15.5,38.0,1.0,3.0,2.0,191.0,85.0,40.0,30.0,74.0,72.0,22.0,47.0,50.0,32.0,56.0,64.0,62.0,71.0,54.0,68.0,49.0,60.0,74.0,65.0,87.0,28.0,78.0,75.0,35.0,24.0,40.0,58.0,73.73469387755102,78.0,75.0,7.0,7.0,11.0,10.0,6.0,32.6,76.0,0,M. Salisu
29,70,70,1.3,8.0,1.0,3.0,2.0,180.0,70.0,40.0,41.0,70.0,64.0,35.0,62.0,24.0,42.0,60.0,64.0,53.0,47.0,64.0,63.0,52.0,49.0,79.0,76.0,80.0,43.0,70.0,70.0,27.0,52.0,31.0,55.0,73.73469387755102,72.0,71.0,8.0,16.0,14.0,8.0,11.0,2.2,69.0,0,L. Quintana
26,63,64,500.0,2.0,1.0,3.0,2.0,191.0,84.0,37.0,45.0,61.0,58.0,45.0,54.0,46.0,40.0,59.0,56.0,69.0,73.0,41.0,55.0,46.0,62.0,72.0,71.0,78.0,51.0,69.0,62.0,42.0,55.0,46.0,59.0,73.73469387755102,61.0,60.0,8.0,15.0,9.0,10.0,11.0,913.0,60.0,0,A. Obileye
23,75,79,7.0,18.0,1.0,3.0,2.0,191.0,84.0,37.0,27.0,74.0,69.0,26.0,48.0,30.0,35.0,58.0,61.0,60.0,74.0,48.0,75.0,49.0,50.0,68.0,76.0,77.0,23.0,66.0,75.0,31.0,48.0,52.0,72.0,73.73469387755102,80.0,76.0,12.0,12.0,10.0,9.0,11.0,13.1,79.0,0,A. Pieper
30,75,75,4.6,12.0,1.0,3.0,2.0,186.0,72.0,50.0,37.0,78.0,70.0,23.0,39.0,52.0,38.0,43.0,68.0,54.0,41.0,49.0,71.0,45.0,58.0,71.0,77.0,80.0,38.0,79.0,75.0,37.0,37.0,47.0,59.0,73.73469387755102,76.0,72.0,12.0,6.0,10.0,10.0,7.0,7.4,76.0,0,Pulido
25,76,81,10.0,1.0,1.0,2.0,2.0,197.0,90.0,27.0,23.0,76.0,64.0,33.0,39.0,29.0,33.0,58.0,49.0,76.0,81.0,49.0,68.0,35.0,56.0,81.0,71.0,94.0,27.0,88.0,69.0,39.0,30.0,38.0,58.0,73.73469387755102,77.0,76.0,14.0,16.0,9.0,15.0,13.0,21.8,73.0,0,P. Cissé
22,71,80,4.0,22.0,1.0,3.0,2.0,186.0,76.0,50.0,30.0,61.0,68.0,36.0,58.0,34.0,20.0,64.0,59.0,60.0,63.0,48.0,70.0,57.0,49.0,73.0,75.0,76.0,27.0,67.0,74.0,26.0,62.0,47.0,52.0,73.73469387755102,74.0,72.0,12.0,12.0,8.0,7.0,11.0,7.2,75.0,0,S. Magkeev
30,65,65,575.0,2.0,1.0,3.0,2.0,181.0,76.0,37.0,25.0,63.0,60.0,50.0,43.0,46.0,47.0,57.0,54.0,54.0,60.0,62.0,64.0,55.0,49.0,80.0,67.0,71.0,39.0,65.0,69.0,42.0,51.0,59.0,59.0,73.73469387755102,64.0,67.0,11.0,15.0,15.0,14.0,6.0,891.0,63.0,0,21 Delgado
25,67,69,1.1,2.0,1.0,3.0,2.0,187.0,84.0,34.0,41.0,67.0,60.0,44.0,44.0,35.0,30.0,57.0,57.0,66.0,74.0,58.0,61.0,60.0,55.0,84.0,73.0,83.0,46.0,69.0,65.0,33.0,44.0,39.0,56.0,73.73469387755102,66.0,61.0,8.0,10.0,14.0,11.0,7.0,1.5,68.0,0,N. Sundberg
26,63,66,550.0,700.0,1.0,3.0,2.0,193.0,83.0,48.0,38.0,65.0,61.0,44.0,54.0,50.0,47.0,58.0,58.0,66.0,65.0,57.0,62.0,51.0,56.0,44.0,66.0,81.0,48.0,66.0,52.0,42.0,52.0,52.0,62.0,73.73469387755102,64.0,61.0,8.0,7.0,9.0,10.0,16.0,839.0,65.0,0,M. Reinthaler
24,68,73,1.6,8.0,1.0,3.0,2.0,187.0,84.0,39.0,29.0,71.0,62.0,32.0,45.0,36.0,47.0,57.0,58.0,70.0,65.0,62.0,50.0,64.0,55.0,75.0,69.0,76.0,40.0,73.0,70.0,45.0,42.0,37.0,55.0,73.73469387755102,71.0,66.0,9.0,8.0,13.0,12.0,8.0,2.7,66.0,0,S. Lorenz
31,77,77,7.0,41.0,2.0,3.0,2.0,188.0,87.0,60.0,26.0,77.0,66.0,32.0,56.0,55.0,36.0,60.0,64.0,50.0,43.0,46.0,78.0,45.0,48.0,34.0,73.0,90.0,29.0,82.0,82.0,28.0,30.0,44.0,74.0,73.73469387755102,78.0,78.0,9.0,16.0,9.0,8.0,11.0,11.9,79.0,1,J. Palomino
23,72,77,3.2,42.0,1.0,3.0,2.0,185.0,80.0,41.0,36.0,72.0,62.0,42.0,48.0,36.0,36.0,51.0,61.0,59.0,65.0,55.0,68.0,49.0,59.0,78.0,57.0,86.0,44.0,70.0,72.0,24.0,36.0,42.0,65.0,73.73469387755102,73.0,72.0,11.0,14.0,13.0,13.0,6.0,122.88882636655948,70.0,0,A. Gravillon
26,70,72,1.7,9.0,1.0,3.0,2.0,184.0,77.0,31.0,36.0,70.0,60.0,34.0,49.0,30.0,31.0,58.0,52.0,69.0,71.0,68.0,63.0,65.0,41.0,90.0,81.0,74.0,36.0,73.0,70.0,38.0,35.0,34.0,70.0,73.73469387755102,73.0,71.0,8.0,14.0,7.0,8.0,13.0,2.5,68.0,0,I. Cristea
26,68,73,1.6,4.0,1.0,3.0,2.0,192.0,87.0,41.0,31.0,73.0,63.0,34.0,58.0,33.0,29.0,53.0,64.0,63.0,73.0,63.0,60.0,50.0,48.0,84.0,67.0,79.0,29.0,71.0,68.0,48.0,46.0,47.0,65.0,73.73469387755102,67.0,62.0,6.0,11.0,12.0,10.0,12.0,2.7,65.0,0,N. Šipčić
27,77,80,12.0,37.0,2.0,3.0,2.0,188.0,83.0,46.0,34.0,78.0,64.0,33.0,47.0,37.0,16.0,59.0,64.0,54.0,62.0,60.0,74.0,51.0,51.0,83.0,69.0,83.0,27.0,82.0,76.0,23.0,40.0,19.0,73.0,73.73469387755102,77.0,76.0,10.0,15.0,7.0,10.0,15.0,23.7,78.0,0,J. Lascelles
21,65,72,1.3,1.0,1.0,3.0,2.0,185.0,83.0,57.0,28.0,58.0,60.0,30.0,55.0,49.0,30.0,59.0,57.0,72.0,69.0,66.0,58.0,67.0,35.0,80.0,73.0,81.0,38.0,64.0,63.0,44.0,44.0,37.0,59.0,73.73469387755102,66.0,62.0,6.0,13.0,8.0,13.0,14.0,2.0,64.0,0,A. Gryszkiewicz
26,66,69,1.0,2.0,1.0,3.0,2.0,184.0,75.0,41.0,39.0,63.0,59.0,34.0,56.0,48.0,36.0,52.0,60.0,71.0,70.0,65.0,61.0,57.0,62.0,78.0,63.0,71.0,40.0,71.0,63.0,37.0,40.0,45.0,56.0,73.73469387755102,66.0,67.0,7.0,7.0,10.0,10.0,6.0,1.6,65.0,0,Rubén
27,75,77,6.0,43.0,1.0,2.0,2.0,191.0,91.0,27.0,19.0,74.0,62.0,30.0,48.0,31.0,19.0,60.0,56.0,70.0,80.0,56.0,63.0,46.0,68.0,72.0,73.0,93.0,53.0,82.0,75.0,21.0,51.0,24.0,70.0,73.73469387755102,80.0,74.0,12.0,11.0,5.0,7.0,11.0,12.5,66.0,0,C. Luyindama
25,65,69,900.0,1.0,1.0,3.0,2.0,183.0,79.0,46.0,41.0,56.0,65.0,28.0,59.0,39.0,32.0,61.0,63.0,59.0,55.0,62.0,62.0,59.0,47.0,77.0,75.0,70.0,46.0,74.0,66.0,39.0,55.0,48.0,69.0,73.73469387755102,62.0,51.0,12.0,13.0,11.0,15.0,8.0,1.2,63.0,0,M. Mathisen
25,62,63,425.0,2.0,1.0,2.0,2.0,188.0,79.0,60.0,42.0,59.0,55.0,30.0,56.0,44.0,38.0,53.0,58.0,67.0,66.0,58.0,57.0,54.0,50.0,76.0,73.0,72.0,44.0,64.0,58.0,55.0,52.0,42.0,51.0,73.73469387755102,60.0,58.0,15.0,16.0,10.0,12.0,6.0,776.0,59.0,0,N. Anderton
29,70,70,1.3,10.0,1.0,3.0,2.0,184.0,66.0,49.0,29.0,72.0,71.0,34.0,54.0,46.0,33.0,69.0,65.0,62.0,45.0,59.0,62.0,42.0,54.0,73.0,76.0,70.0,34.0,72.0,65.0,39.0,45.0,40.0,61.0,73.73469387755102,74.0,70.0,8.0,8.0,9.0,7.0,10.0,2.6,72.0,1,J. Giraudon
23,67,76,2.1,5.0,1.0,3.0,2.0,182.0,74.0,54.0,31.0,66.0,59.0,38.0,48.0,32.0,30.0,54.0,65.0,66.0,72.0,69.0,65.0,62.0,49.0,72.0,77.0,72.0,32.0,62.0,67.0,44.0,34.0,41.0,55.0,73.73469387755102,72.0,67.0,11.0,8.0,9.0,10.0,14.0,3.6,66.0,0,G. Guiffrey
21,72,79,4.4,7.0,1.0,4.0,2.0,188.0,82.0,38.0,31.0,69.0,63.0,26.0,50.0,36.0,33.0,53.0,56.0,59.0,61.0,61.0,69.0,48.0,55.0,70.0,71.0,80.0,29.0,77.0,71.0,43.0,53.0,49.0,70.0,73.73469387755102,73.0,71.0,7.0,6.0,9.0,12.0,13.0,7.5,75.0,0,F. Garcés
37,70,70,275.0,500.0,1.0,2.0,2.0,184.0,82.0,40.0,40.0,68.0,63.0,31.0,34.0,49.0,51.0,51.0,70.0,57.0,63.0,57.0,61.0,53.0,56.0,79.0,70.0,73.0,36.0,71.0,67.0,17.0,35.0,58.0,61.0,73.73469387755102,74.0,70.0,15.0,10.0,8.0,10.0,12.0,591.0,68.0,0,S. Candia
21,71,84,4.3,24.0,1.0,4.0,2.0,188.0,87.0,49.0,23.0,76.0,70.0,26.0,47.0,35.0,24.0,63.0,60.0,73.0,72.0,67.0,62.0,60.0,36.0,90.0,71.0,75.0,22.0,65.0,69.0,38.0,51.0,37.0,61.0,73.73469387755102,75.0,71.0,13.0,5.0,13.0,7.0,6.0,122.88882636655948,65.0,0,C. Richards
25,78,82,17.5,43.0,2.0,4.0,2.0,195.0,98.0,35.0,20.0,79.0,70.0,24.0,52.0,30.0,27.0,63.0,64.0,63.0,71.0,48.0,75.0,38.0,44.0,70.0,64.0,92.0,25.0,77.0,76.0,27.0,56.0,38.0,74.0,73.73469387755102,82.0,76.0,11.0,8.0,7.0,9.0,14.0,31.1,80.0,0,J. Tah
23,73,80,5.5,16.0,1.0,3.0,2.0,187.0,82.0,32.0,31.0,73.0,70.0,24.0,53.0,41.0,35.0,70.0,65.0,62.0,50.0,42.0,69.0,58.0,60.0,70.0,70.0,79.0,27.0,74.0,72.0,39.0,42.0,42.0,69.0,73.73469387755102,75.0,74.0,12.0,10.0,8.0,7.0,7.0,12.1,72.0,0,W. Faes
24,69,75,2.0,8.0,1.0,3.0,2.0,189.0,82.0,45.0,25.0,67.0,64.0,39.0,51.0,39.0,22.0,62.0,63.0,61.0,80.0,53.0,67.0,53.0,59.0,66.0,63.0,81.0,45.0,69.0,71.0,30.0,51.0,26.0,57.0,73.73469387755102,69.0,68.0,14.0,14.0,11.0,12.0,10.0,3.3,64.0,0,L. Mühl
27,71,74,2.1,10.0,1.0,3.0,2.0,192.0,87.0,43.0,38.0,74.0,66.0,35.0,43.0,64.0,54.0,61.0,64.0,31.0,32.0,33.0,67.0,33.0,67.0,71.0,65.0,82.0,46.0,70.0,72.0,35.0,46.0,51.0,54.0,73.73469387755102,73.0,70.0,11.0,9.0,14.0,15.0,9.0,3.7,70.0,0,Unai Bilbao
36,73,73,550.0,3.0,2.0,3.0,2.0,185.0,80.0,62.0,25.0,72.0,69.0,26.0,61.0,39.0,23.0,67.0,67.0,36.0,41.0,55.0,66.0,61.0,47.0,75.0,65.0,83.0,26.0,77.0,74.0,51.0,53.0,24.0,66.0,73.73469387755102,72.0,72.0,11.0,10.0,9.0,11.0,7.0,990.0,76.0,1,D. Congré
27,68,69,1.2,12.0,1.0,2.0,2.0,185.0,77.0,51.0,31.0,75.0,62.0,28.0,53.0,32.0,26.0,50.0,62.0,70.0,75.0,72.0,62.0,62.0,24.0,80.0,84.0,78.0,27.0,64.0,69.0,34.0,49.0,41.0,66.0,73.73469387755102,66.0,65.0,6.0,12.0,9.0,14.0,15.0,2.1,64.0,0,A. Sharahili
30,73,73,2.5,12.0,1.0,3.0,2.0,187.0,83.0,42.0,47.0,76.0,59.0,33.0,45.0,29.0,25.0,56.0,48.0,62.0,72.0,56.0,72.0,36.0,42.0,70.0,74.0,88.0,49.0,61.0,74.0,45.0,42.0,34.0,62.0,73.73469387755102,76.0,72.0,8.0,11.0,15.0,6.0,8.0,3.9,79.0,0,M. Jonjić
26,74,75,4.4,20.0,1.0,3.0,2.0,194.0,86.0,39.0,33.0,75.0,64.0,33.0,45.0,36.0,37.0,58.0,60.0,48.0,52.0,52.0,70.0,56.0,64.0,50.0,75.0,84.0,37.0,74.0,76.0,35.0,44.0,40.0,72.0,73.73469387755102,77.0,74.0,11.0,9.0,9.0,14.0,6.0,7.4,75.0,0,P. Mainka
27,73,73,2.8,18.0,1.0,3.0,3.0,189.0,85.0,28.0,30.0,73.0,73.0,21.0,58.0,22.0,20.0,65.0,68.0,50.0,72.0,56.0,70.0,66.0,44.0,73.0,79.0,79.0,24.0,60.0,76.0,29.0,61.0,45.0,74.0,73.73469387755102,75.0,67.0,15.0,14.0,5.0,13.0,7.0,4.5,74.0,0,H. Wahl
27,64,65,625.0,4.0,1.0,2.0,2.0,183.0,77.0,53.0,36.0,63.0,61.0,26.0,52.0,27.0,30.0,57.0,57.0,65.0,67.0,61.0,59.0,71.0,41.0,87.0,84.0,78.0,38.0,79.0,61.0,46.0,43.0,40.0,60.0,73.73469387755102,62.0,59.0,7.0,10.0,10.0,15.0,10.0,953.0,57.0,0,F. Aliti
30,69,69,1.1,5.0,1.0,2.0,2.0,185.0,75.0,53.0,36.0,70.0,62.0,20.0,59.0,33.0,20.0,55.0,62.0,55.0,53.0,61.0,66.0,68.0,38.0,75.0,65.0,80.0,35.0,65.0,69.0,38.0,56.0,42.0,70.0,73.73469387755102,69.0,70.0,13.0,14.0,14.0,9.0,15.0,2.0,71.0,0,T. Lees
23,68,75,2.2,500.0,1.0,2.0,2.0,182.0,82.0,60.0,36.0,63.0,65.0,39.0,41.0,37.0,35.0,48.0,70.0,66.0,70.0,66.0,60.0,45.0,49.0,73.0,78.0,71.0,39.0,70.0,66.0,32.0,42.0,30.0,51.0,73.73469387755102,67.0,71.0,8.0,10.0,10.0,11.0,15.0,5.2,68.0,0,L. Segovia
21,63,76,1.1,1.0,1.0,2.0,2.0,181.0,75.0,52.0,38.0,58.0,62.0,32.0,48.0,51.0,52.0,61.0,54.0,60.0,63.0,40.0,59.0,56.0,49.0,64.0,68.0,75.0,43.0,63.0,65.0,47.0,50.0,63.0,61.0,73.73469387755102,63.0,62.0,6.0,13.0,14.0,6.0,10.0,2.3,63.0,0,C. Makoun
29,71,71,1.6,7.0,2.0,3.0,2.0,185.0,76.0,60.0,38.0,69.0,65.0,32.0,54.0,30.0,38.0,62.0,61.0,42.0,45.0,52.0,66.0,60.0,56.0,57.0,66.0,82.0,40.0,77.0,71.0,42.0,40.0,38.0,68.0,73.73469387755102,73.0,72.0,11.0,9.0,7.0,15.0,6.0,2.4,74.0,1,B. Martins Indi
24,72,79,4.4,9.0,1.0,3.0,2.0,189.0,77.0,30.0,36.0,70.0,63.0,30.0,57.0,33.0,25.0,54.0,63.0,64.0,71.0,63.0,73.0,51.0,53.0,74.0,67.0,76.0,37.0,77.0,73.0,28.0,30.0,40.0,69.0,73.73469387755102,73.0,71.0,12.0,5.0,11.0,14.0,13.0,122.88882636655948,73.0,0,C. Awaziem
25,73,76,3.6,10.0,1.0,3.0,2.0,188.0,85.0,43.0,23.0,76.0,67.0,30.0,51.0,31.0,24.0,62.0,66.0,52.0,52.0,55.0,75.0,64.0,45.0,83.0,67.0,76.0,31.0,67.0,74.0,37.0,44.0,37.0,73.0,73.73469387755102,75.0,73.0,15.0,7.0,15.0,11.0,11.0,6.0,71.0,0,M. Veljković
26,73,75,3.3,13.0,1.0,2.0,2.0,188.0,80.0,63.0,24.0,70.0,62.0,28.0,57.0,29.0,30.0,57.0,60.0,55.0,64.0,50.0,66.0,40.0,60.0,66.0,66.0,74.0,26.0,79.0,76.0,30.0,47.0,44.0,63.0,73.73469387755102,78.0,74.0,11.0,11.0,14.0,11.0,14.0,6.2,73.0,0,Samir
27,72,72,2.8,4.0,1.0,2.0,2.0,186.0,80.0,45.0,20.0,69.0,59.0,18.0,53.0,40.0,21.0,59.0,55.0,65.0,62.0,67.0,67.0,64.0,59.0,80.0,74.0,86.0,38.0,73.0,68.0,25.0,36.0,41.0,71.0,73.73469387755102,73.0,72.0,9.0,15.0,13.0,6.0,7.0,4.5,70.0,0,20 M. Capuano
31,66,66,575.0,3.0,1.0,3.0,2.0,187.0,74.0,48.0,28.0,58.0,65.0,33.0,55.0,44.0,22.0,60.0,62.0,60.0,65.0,65.0,55.0,64.0,46.0,80.0,68.0,72.0,32.0,70.0,62.0,38.0,53.0,56.0,66.0,73.73469387755102,68.0,68.0,15.0,7.0,8.0,7.0,8.0,719.0,67.0,0,A. Calisir
22,73,79,4.4,18.0,1.0,3.0,2.0,190.0,87.0,39.0,26.0,78.0,55.0,31.0,52.0,35.0,31.0,48.0,58.0,70.0,84.0,59.0,66.0,51.0,49.0,81.0,56.0,85.0,25.0,79.0,65.0,33.0,35.0,42.0,65.0,73.73469387755102,76.0,73.0,12.0,13.0,6.0,11.0,15.0,9.7,70.0,0,K. Danso
27,63,63,475.0,800.0,1.0,3.0,2.0,179.0,74.0,51.0,37.0,59.0,52.0,36.0,49.0,43.0,40.0,47.0,50.0,70.0,74.0,69.0,55.0,72.0,45.0,67.0,90.0,70.0,37.0,74.0,63.0,48.0,43.0,43.0,55.0,73.73469387755102,60.0,59.0,10.0,7.0,11.0,12.0,8.0,641.0,58.0,0,P. Kotal
30,71,71,1.5,9.0,1.0,3.0,2.0,190.0,87.0,45.0,30.0,72.0,57.0,30.0,46.0,50.0,24.0,60.0,50.0,55.0,61.0,44.0,67.0,50.0,54.0,74.0,62.0,85.0,37.0,83.0,70.0,45.0,49.0,39.0,70.0,73.73469387755102,75.0,67.0,15.0,10.0,7.0,15.0,13.0,2.2,68.0,0,T. Leistner
28,72,73,2.2,17.0,1.0,2.0,2.0,190.0,84.0,49.0,29.0,74.0,65.0,23.0,51.0,27.0,31.0,64.0,61.0,49.0,55.0,53.0,72.0,56.0,61.0,66.0,52.0,81.0,34.0,74.0,70.0,52.0,55.0,42.0,63.0,73.73469387755102,75.0,72.0,6.0,14.0,8.0,9.0,9.0,3.7,69.0,0,A. Hoffmann
32,71,71,1.2,5.0,1.0,4.0,2.0,196.0,93.0,45.0,30.0,73.0,66.0,37.0,50.0,62.0,65.0,64.0,63.0,30.0,34.0,31.0,70.0,30.0,74.0,65.0,44.0,92.0,68.0,71.0,69.0,26.0,48.0,39.0,69.0,73.73469387755102,72.0,67.0,15.0,10.0,8.0,8.0,11.0,1.9,71.0,1,Alcalá
32,75,75,3.6,33.0,2.0,3.0,2.0,190.0,83.0,40.0,28.0,77.0,68.0,21.0,44.0,51.0,40.0,60.0,65.0,45.0,48.0,48.0,76.0,46.0,30.0,79.0,62.0,78.0,29.0,77.0,75.0,40.0,47.0,42.0,74.0,73.73469387755102,78.0,75.0,12.0,12.0,13.0,14.0,12.0,6.8,76.0,0,F. Fernández
26,63,67,600.0,800.0,1.0,3.0,2.0,183.0,75.0,54.0,37.0,60.0,62.0,35.0,60.0,45.0,30.0,57.0,57.0,54.0,51.0,56.0,58.0,51.0,56.0,72.0,74.0,70.0,46.0,64.0,61.0,50.0,55.0,52.0,63.0,73.73469387755102,64.0,62.0,13.0,6.0,15.0,6.0,13.0,975.0,62.0,0,L. Desmond
28,67,68,975.0,3.0,1.0,3.0,2.0,188.0,79.0,59.0,24.0,66.0,61.0,35.0,61.0,54.0,34.0,61.0,61.0,57.0,55.0,52.0,67.0,45.0,52.0,79.0,69.0,75.0,24.0,70.0,64.0,50.0,52.0,35.0,64.0,73.73469387755102,67.0,64.0,9.0,12.0,8.0,5.0,14.0,1.5,67.0,0,D. Romney
23,74,82,8.5,35.0,1.0,3.0,2.0,196.0,78.0,38.0,30.0,71.0,73.0,25.0,48.0,30.0,22.0,70.0,66.0,62.0,71.0,58.0,71.0,53.0,36.0,75.0,70.0,80.0,28.0,70.0,73.0,28.0,46.0,35.0,76.0,73.73469387755102,77.0,74.0,14.0,11.0,11.0,8.0,9.0,17.9,75.0,0,T. Adarabioyo
26,71,74,2.2,16.0,1.0,2.0,2.0,187.0,80.0,53.0,29.0,73.0,63.0,27.0,50.0,33.0,36.0,49.0,58.0,73.0,73.0,65.0,62.0,60.0,57.0,74.0,66.0,82.0,27.0,72.0,74.0,28.0,32.0,40.0,58.0,73.73469387755102,75.0,70.0,9.0,8.0,9.0,10.0,7.0,3.0,63.0,0,Juninho
28,71,72,1.8,24.0,1.0,3.0,2.0,184.0,71.0,46.0,26.0,69.0,66.0,26.0,62.0,28.0,32.0,64.0,64.0,62.0,61.0,61.0,68.0,63.0,48.0,75.0,63.0,70.0,28.0,73.0,71.0,35.0,42.0,41.0,71.0,73.73469387755102,72.0,73.0,15.0,7.0,7.0,8.0,9.0,3.2,72.0,0,K. Djidji
23,64,71,1.1,2.0,1.0,3.0,2.0,185.0,78.0,52.0,35.0,59.0,56.0,42.0,53.0,51.0,32.0,50.0,55.0,69.0,72.0,70.0,62.0,56.0,46.0,76.0,70.0,74.0,31.0,65.0,63.0,41.0,44.0,33.0,57.0,73.73469387755102,64.0,64.0,8.0,14.0,12.0,14.0,9.0,2.1,64.0,0,T. Vancooten
19,67,81,2.3,4.0,1.0,3.0,2.0,188.0,73.0,41.0,29.0,72.0,63.0,33.0,54.0,44.0,34.0,58.0,64.0,66.0,66.0,55.0,59.0,64.0,54.0,74.0,70.0,70.0,28.0,67.0,60.0,36.0,49.0,43.0,59.0,73.73469387755102,67.0,65.0,9.0,5.0,10.0,13.0,14.0,4.9,70.0,0,T. Harwood-Bellis
28,62,63,375.0,2.0,1.0,2.0,2.0,190.0,80.0,41.0,52.0,62.0,60.0,42.0,56.0,33.0,37.0,62.0,54.0,42.0,54.0,58.0,60.0,72.0,53.0,61.0,82.0,84.0,51.0,63.0,61.0,48.0,54.0,42.0,59.0,73.73469387755102,62.0,61.0,7.0,12.0,6.0,6.0,13.0,122.88882636655948,55.0,0,Han Pengfei
33,72,72,1.1,10.0,1.0,2.0,2.0,195.0,93.0,56.0,27.0,78.0,60.0,17.0,48.0,38.0,58.0,60.0,58.0,33.0,33.0,33.0,66.0,32.0,74.0,74.0,56.0,86.0,70.0,74.0,73.0,32.0,45.0,44.0,68.0,73.73469387755102,75.0,71.0,13.0,15.0,7.0,14.0,14.0,1.7,71.0,0,J. Vuković
28,70,71,1.5,5.0,1.0,2.0,2.0,182.0,74.0,33.0,37.0,73.0,66.0,24.0,38.0,28.0,52.0,63.0,64.0,62.0,65.0,63.0,60.0,64.0,51.0,72.0,72.0,77.0,31.0,71.0,72.0,32.0,38.0,46.0,65.0,73.73469387755102,71.0,69.0,12.0,11.0,8.0,8.0,7.0,2.4,65.0,0,Bressan
27,73,75,3.2,18.0,1.0,2.0,2.0,185.0,78.0,40.0,31.0,73.0,67.0,23.0,43.0,28.0,26.0,65.0,63.0,58.0,61.0,66.0,73.0,62.0,45.0,86.0,66.0,77.0,24.0,72.0,71.0,31.0,49.0,28.0,69.0,73.73469387755102,77.0,66.0,10.0,8.0,15.0,12.0,12.0,6.0,76.0,0,J. Nilsson
25,69,73,0.0,0.0,1.0,3.0,2.0,182.0,78.0,50.0,23.0,63.0,61.0,34.0,41.0,38.0,36.0,56.0,61.0,71.0,76.0,62.0,64.0,64.0,53.0,74.0,61.0,70.0,35.0,74.0,68.0,26.0,35.0,40.0,64.0,73.73469387755102,71.0,69.0,8.0,16.0,14.0,9.0,11.0,122.88882636655948,70.0,0,21 M. Bagnack
20,66,77,1.8,500.0,1.0,3.0,2.0,181.0,77.0,48.0,31.0,66.0,65.0,38.0,58.0,34.0,28.0,63.0,62.0,67.0,63.0,65.0,63.0,55.0,55.0,72.0,66.0,71.0,39.0,65.0,65.0,32.0,51.0,35.0,65.0,73.73469387755102,68.0,64.0,10.0,8.0,14.0,8.0,6.0,4.2,68.0,0,A. Ferro
23,65,72,1.3,1.0,1.0,3.0,2.0,191.0,81.0,60.0,34.0,56.0,68.0,38.0,66.0,35.0,29.0,64.0,71.0,48.0,68.0,69.0,55.0,34.0,41.0,68.0,79.0,84.0,36.0,68.0,60.0,34.0,41.0,42.0,47.0,73.73469387755102,66.0,64.0,15.0,15.0,8.0,13.0,14.0,1.9,60.0,0,Y. Tatsuta
